GNTX,Gentex Corp.,Consumer Cyclical,Auto Parts,USA
GNW,Genworth Financial Inc,Financial,Insurance - Life,USA
GO,Grocery Outlet Holding Corp,Consumer Defensive,Grocery Stores,USA
GOGO,Gogo Inc,Communication Services,Telecom Services,USA
GOLD,Barrick Gold Corp.,Basic Materials,Gold,Canada
GOLF,Acushnet Holdings Corp,Consumer Cyclical,Leisure,USA
GOOG,Alphabet Inc,Communication Services,Internet Content & Information,USA
GOOGL,Alphabet Inc,Communication Services,Internet Content & Information,USA
GOOS,Canada Goose Holdings Inc,Consumer Cyclical,Apparel Manufacturing,Canada
GPC,Genuine Parts Co.,Consumer Cyclical,Specialty Retail,USA
GPCR,Structure Therapeutics Inc ADR,Healthcare,Biotechnology,USA
GPI,Group 1 Automotive,,,
GPK,Graphic Packaging Holding Co,Consumer Cyclical,Packaging & Containers,USA
GPN,Global Payments,,,
GPOR,Gulfport Energy Corp.,Energy,Oil & Gas E&P,USA
GPRE,Green Plains Inc,Basic Materials,Chemicals,USA
GPS,Gap,,,
GRBK,Green Brick Partners Inc,Consumer Cyclical,Residential Construction,USA
GRFS,Grifols SA ADR,Healthcare,Drug Manufacturers - General,Spain
GRMN,Garmin Ltd,Technology,Scientific & Technical Instruments,Switzerland
GRND,Grindr Inc,Technology,Software - Application,USA
GS,The Goldman Sachs Group,,,
GSAT,Globalstar Inc.,Communication Services,Telecom Services,USA
GSBD,Goldman Sachs BDC,,,
GSHD,Goosehead Insurance Inc,Financial,Insurance - Diversified,USA
GSK,GSK Plc ADR,Healthcare,Drug Manufacturers - General,United Kingdom
GSM,Ferroglobe Plc,Basic Materials,Other Industrial Metals & Mining,United Kingdom
GT,Goodyear Tire & Rubber Co.,Consumer Cyclical,Auto Parts,USA
GTES,Gates Industrial Corporation plc,Industrials,Specialty Industrial Machinery,USA
GTLB,Gitlab Inc,Technology,Software - Application,USA
GTLS,Chart Industries Inc,Industrials,Specialty Industrial Machinery,USA
GTX,Garrett Motion Inc,Consumer Cyclical,Auto Parts,Switzerland
GTY,Getty Realty Corp.,Real Estate,REIT - Retail,USA
GVA,Granite Construction Inc.,Industrials,Engineering & Construction,USA
GWRE,Guidewire Software Inc,Technology,Software - Application,USA
GWW,W.W. Grainger Inc.,Industrials,Industrial Distribution,USA
GXO,GXO Logistics Inc,Industrials,Integrated Freight & Logistics,USA
GYRE,Gyre Therapeutics Inc,Healthcare,Biotechnology,USA
H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,USA
HAE,Haemonetics Corp.,Healthcare,Medical Instruments & Supplies,USA
HAL,Halliburton Co.,Energy,Oil & Gas Equipment & Services,USA
HALO,Halozyme Therapeutics Inc.,Healthcare,Biotechnology,USA
HAS,Hasbro,,,
HASI,Hannon Armstrong Sustainable Infrastructure capital Inc,Real Estate,REIT - Specialty,USA
HAYW,Hayward Holdings Inc,Industrials,Electrical Equipment & Parts,USA
HBAN,Huntington Bancshares,,,
HBI,Hanesbrands Inc,Consumer Cyclical,Apparel Manufacturing,USA
HBM,Hudbay Minerals Inc.,Basic Materials,Copper,Canada
HCA,HCA Healthcare Inc,Healthcare,Medical Care Facilities,USA
HCC,Warrior Met Coal Inc,Basic Materials,Coking Coal,USA
HCP,HashiCorp Inc,Technology,Software - Infrastructure,USA
HD,Home Depot,,,
HE,Hawaiian Electric Industries,,,
HEES,H&E Equipment Services Inc,Industrials,Rental & Leasing Services,USA
HEI,Heico Corp.,Industrials,Aerospace & Defense,USA
HEI-A,Heico Corp.,Industrials,Aerospace & Defense,USA
HES,Hess Corporation,Energy,Oil & Gas E&P,USA
HESM,Hess Midstream LP,Energy,Oil & Gas Midstream,USA
HGV,Hilton Grand Vacations Inc,Consumer Cyclical,Resorts & Casinos,USA
HHH,Howard Hughes Holdings Inc,Real Estate,Real Estate - Diversified,USA
HI,Hillenbrand Inc,Industrials,Specialty Industrial Machinery,USA
HIG,Hartford Financial Services Group Inc.,Financial,Insurance - Property & Casualty,USA
HII,Huntington Ingalls Industries Inc,Industrials,Aerospace & Defense,USA
HIMS,Hims & Hers Health Inc,Consumer Defensive,Household & Personal Products,USA
HIW,Highwoods Properties,,,
HL,Hecla Mining Co.,Basic Materials,Other Precious Metals & Mining,USA
HLF,Herbalife Ltd,Consumer Defensive,Packaged Foods,USA
HLI,Houlihan Lokey Inc,Financial,Capital Markets,USA
HLIO,Helios Technologies Inc,Industrials,Specialty Industrial Machinery,USA
HLIT,Harmonic,,,
HLMN,Hillman Solutions Corp,Industrials,Tools & Accessories,USA
HLN,Haleon plc ADR,Healthcare,Drug Manufacturers - Specialty & Generic,United Kingdom
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA
HLT,Hilton Worldwide Holdings Inc,Consumer Cyclical,Lodging,USA
HLX,Helix Energy Solutions Group Inc,Energy,Oil & Gas Equipment & Services,USA
HMN,Horace Mann Educators Corp.,Financial,Insurance - Property & Casualty,USA
HNI,HNI Corp.,Industrials,Business Equipment & Supplies,USA
HOG,Harley-Davidson,,,
HOLX,Hologic,,,
HOMB,Home Bancshares Inc,Financial,Banks - Regional,USA
HON,Honeywell International Inc,Industrials,Conglomerates,USA
HOOD,Robinhood Markets Inc,Financial,Capital Markets,USA
HOPE,Hope Bancorp Inc,Financial,Banks - Regional,USA
HP,Helmerich & Payne,,,
HPE,Hewlett Packard Enterprise Co,Technology,Communication Equipment,USA
HPK,HighPeak Energy Inc,Energy,Oil & Gas E&P,USA
HPP,Hudson Pacific Properties Inc,Real Estate,REIT - Office,USA
HPQ,HP Inc,Technology,Computer Hardware,USA
HQY,Healthequity Inc,Healthcare,Health Information Services,USA
HR,Healthcare Realty Trust Inc,Real Estate,REIT - Healthcare Facilities,USA
HRB,H&R Block Inc.,Consumer Cyclical,Personal Services,USA
HRI,Herc Holdings Inc,Industrials,Rental & Leasing Services,USA
HRL,Hormel Foods Corp.,Consumer Defensive,Packaged Foods,USA
HRMY,Harmony Biosciences Holdings Inc,Healthcare,Biotechnology,USA
HSBC,HSBC Holdings plc ADR,Financial,Banks - Diversified,United Kingdom
HSIC,Henry Schein Inc.,Healthcare,Medical Distribution,USA
HST,Host Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA
HSY,Hershey Company,Consumer Defensive,Confectioners,USA
HTGC,Hercules Capital Inc,Financial,Asset Management,USA
HTH,Hilltop Holdings Inc,Financial,Banks - Regional,USA
HTLD,Heartland Express,,,
HTLF,Heartland Financial USA,,,
HTZ,Hertz Global Holdings Inc.,Industrials,Rental & Leasing Services,USA
HUBB,Hubbell Inc.,Industrials,Electrical Equipment & Parts,USA
HUBG,Hub Group,,,
HUBS,HubSpot Inc,Technology,Software - Application,USA
HUM,Humana Inc.,Healthcare,Healthcare Plans,USA
HUN,Huntsman Corp,Basic Materials,Chemicals,USA
HURN,Huron Consulting Group Inc,Industrials,Consulting Services,USA
HUT,Hut 8 Corp,Financial,Capital Markets,USA
HWC,Hancock Whitney Corp.,Financial,Banks - Regional,USA
HWKN,Hawkins Inc,Basic Materials,Specialty Chemicals,USA
HWM,Howmet Aerospace Inc,Industrials,Aerospace & Defense,USA
HXL,Hexcel Corp.,Industrials,Aerospace & Defense,USA
HY,Hyster-Yale Materials Handling Inc,Industrials,Farm & Heavy Construction Machinery,USA
IAC,IAC Inc,Communication Services,Internet Content & Information,USA
IAG,Iamgold Corp.,Basic Materials,Gold,Canada
IART,Integra Lifesciences Holdings Corp,Healthcare,Medical Devices,USA
IAS,Integral Ad Science Holding Corp,Communication Services,Advertising Agencies,USA
IBKR,Interactive Brokers Group Inc,Financial,Capital Markets,USA
IBM,International Business Machines Corp.,Technology,Information Technology Services,USA
IBOC,International Bancshares Corp.,Financial,Banks - Regional,USA
IBP,Installed Building Products Inc,Consumer Cyclical,Residential Construction,USA
IBRX,ImmunityBio Inc,Healthcare,Biotechnology,USA
IBTX,Independent Bank Group Inc,Financial,Banks - Regional,USA
ICE,Intercontinental Exchange Inc,Financial,Financial Data & Stock Exchanges,USA
ICFI,ICF International,,,
ICLR,Icon Plc,Healthcare,Diagnostics & Research,Ireland
ICUI,ICU Medical,,,
IDA,Idacorp,,,
IDCC,Interdigital Inc,Technology,Software - Application,USA
IDXX,Idexx Laboratories,,,
IDYA,Ideaya Biosciences Inc,Healthcare,Biotechnology,USA
IE,Ivanhoe Electric Inc,Basic Materials,Copper,Canada
IEP,Icahn Enterprises L P,Energy,Oil & Gas Refining & Marketing,USA
IESC,IES Holdings Inc,Industrials,Engineering & Construction,USA
IEX,Idex Corporation,Industrials,Specialty Industrial Machinery,USA
IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,USA
IGT,International Game Technology PLC,Consumer Cyclical,Gambling,United Kingdom
IHG,Intercontinental Hotels Group ADR,Consumer Cyclical,Lodging,United Kingdom
IHS,IHS Holding Ltd,Communication Services,Telecom Services,United Kingdom
IIPR,Innovative Industrial Properties Inc,Real Estate,REIT - Industrial,USA
ILMN,Illumina Inc,Healthcare,Diagnostics & Research,USA
IMCR,Immunocore Holdings plc ADR,Healthcare,Biotechnology,United Kingdom
IMGN,Immunogen,,,
IMKTA,Ingles Markets,,,
IMO,Imperial Oil Ltd.,Energy,Oil & Gas Integrated,Canada
IMVT,Immunovant Inc,Healthcare,Biotechnology,USA
INBX,Inhibrx Inc,Healthcare,Biotechnology,USA
INCY,Incyte Corp.,Healthcare,Biotechnology,USA
INDB,Independent Bank Corp.,Financial,Banks - Regional,USA
INDI,Indie Semiconductor Inc,Technology,Semiconductor Equipment & Materials,USA
INDV,Indivior Plc,Healthcare,Drug Manufacturers - Specialty & Generic,USA
INFA,Informatica Inc,Technology,Software - Infrastructure,USA
INFN,Infinera Corp.,Technology,Communication Equipment,USA
ING,ING Groep N.V. ADR,Financial,Banks - Diversified,Netherlands
INGR,Ingredion Inc,Consumer Defensive,Packaged Foods,USA
INSM,Insmed Inc,Healthcare,Biotechnology,USA
INSP,Inspire Medical Systems Inc,Healthcare,Medical Devices,USA
INST,Instructure Holdings Inc,Technology,Software - Application,USA
INSW,International Seaways Inc,Energy,Oil & Gas Midstream,USA
INTA,Intapp Inc,Technology,Software - Application,USA
INTC,Intel Corp.,Technology,Semiconductors,USA
INTU,Intuit Inc,Technology,Software - Application,USA
INVA,Innoviva Inc,Healthcare,Biotechnology,USA
INVH,Invitation Homes Inc,Real Estate,REIT - Residential,USA
IONQ,IonQ Inc,Technology,Computer Hardware,USA
IONS,Ionis Pharmaceuticals Inc,Healthcare,Biotechnology,USA
IOSP,Innospec Inc,Basic Materials,Specialty Chemicals,USA
IOT,Samsara Inc,Technology,Software - Infrastructure,USA
IOVA,Iovance Biotherapeutics Inc,Healthcare,Biotechnology,USA
IP,International Paper Co.,Consumer Cyclical,Packaging & Containers,USA
IPAR,Inter Parfums,,,
IPG,Interpublic Group Of Cos.,,,
IPGP,IPG Photonics Corp,Technology,Semiconductor Equipment & Materials,USA
IQV,IQVIA Holdings Inc,Healthcare,Diagnostics & Research,USA
IR,Ingersoll-Rand Inc,Industrials,Specialty Industrial Machinery,USA
IRBT,Irobot Corp,Consumer Cyclical,Furnishings,
IRDM,Iridium Communications Inc,Communication Services,Telecom Services,USA
IRM,Iron Mountain Inc.,Real Estate,REIT - Specialty,USA
IRON,Disc Medicine Inc,Healthcare,Biotechnology,USA
IRT,Independence Realty Trust Inc,Real Estate,REIT - Residential,USA
IRTC,iRhythm Technologies Inc,Healthcare,Medical Devices,USA
IRWD,Ironwood Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA
ISRG,Intuitive Surgical Inc,Healthcare,Medical Instruments & Supplies,USA
IT,Gartner,,,
ITCI,Intra-Cellular Therapies Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA
ITGR,Integer Holdings Corp,Healthcare,Medical Devices,USA
ITRI,Itron Inc.,Technology,Scientific & Technical Instruments,USA
ITT,ITT Inc,Industrials,Specialty Industrial Machinery,USA
ITW,Illinois Tool Works,,,
IVT,InvenTrust Properties Corp,Real Estate,REIT - Retail,USA
IVZ,Invesco Ltd,Financial,Asset Management,USA
IXHL,Incannex Healthcare Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA
J,Jacobs Solutions Inc,Industrials,Engineering & Construction,USA
JACK,Jack In The Box,,,
JAMF,Jamf Holding Corp,Technology,Software - Application,USA
JAZZ,Jazz Pharmaceuticals plc,Healthcare,Biotechnology,Ireland
JBGS,JBG SMITH Properties,Real Estate,REIT - Office,USA
JBHT,J.B. Hunt Transport Services,,,
JBI,Janus International Group Inc,Industrials,Building Products & Equipment,USA
JBL,Jabil Inc,Technology,Electronic Components,USA
JBLU,Jetblue Airways Corp,Industrials,Airlines,USA
JBSS,Sanfilippo (John B.) & Son,,,
JBT,John Bean Technologies Corp,Industrials,Specialty Industrial Machinery,USA
JCI,Johnson Controls International plc,Industrials,Building Products & Equipment,Ireland
JEF,Jefferies Financial Group Inc,Financial,Capital Markets,USA
JELD,JELD-WEN Holding Inc.,Industrials,Building Products & Equipment,USA
JHG,Janus Henderson Group plc,Financial,Asset Management,United Kingdom
JHX,James Hardie Industries plc ADR,Basic Materials,Building Materials,Ireland
JJSF,J&J Snack Foods Corp.,Consumer Defensive,Packaged Foods,USA
JKHY,Jack Henry & Associates,,,
JLL,Jones Lang Lasalle Inc.,Real Estate,Real Estate Services,USA
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA
JNPR,Juniper Networks Inc,Technology,Communication Equipment,USA
JOBY,Joby Aviation Inc,Industrials,Airports & Air Services,USA
JOE,St. Joe Co.,Real Estate,Real Estate - Diversified,USA
JPM,JPMorgan Chase & Co.,Financial,Banks - Diversified,USA
JWN,Nordstrom,,,
JXN,Jackson Financial Inc,Financial,Insurance - Life,USA
K,Kellanova Co,Consumer Defensive,Packaged Foods,USA
KAI,Kadant,,,
KALU,Kaiser Aluminum Corp,Basic Materials,Aluminum,USA
KAR,Openlane Inc.,Consumer Cyclical,Auto & Truck Dealerships,USA
KBH,KB Home,Consumer Cyclical,Residential Construction,USA
KBR,KBR Inc,Industrials,Engineering & Construction,USA
KD,Kyndryl Holdings Inc,Technology,Information Technology Services,USA
KDP,Keurig Dr Pepper Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA
KEX,Kirby Corp.,Industrials,Marine Shipping,USA
KEY,Keycorp,Financial,Banks - Regional,USA
KEYS,Keysight Technologies Inc,Technology,Scientific & Technical Instruments,USA
KFRC,Kforce Inc.,Industrials,Staffing & Employment Services,USA
KFY,Korn Ferry,Industrials,Staffing & Employment Services,USA
KGC,Kinross Gold Corp.,Basic Materials,Gold,Canada
KGS,Kodiak Gas Services Inc,Energy,Oil & Gas Equipment & Services,USA
KHC,Kraft Heinz Co,Consumer Defensive,Packaged Foods,USA
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,USA
KKR,KKR & Co. Inc,Financial,Asset Management,USA
KLAC,KLA Corp.,Technology,Semiconductor Equipment & Materials,USA
KLG,WK Kellogg Co,Consumer Defensive,Packaged Foods,USA
KLIC,Kulicke & Soffa Industries,,,
KMB,Kimberly-Clark Corp.,Consumer Defensive,Household & Personal Products,USA
KMI,Kinder Morgan Inc,Energy,Oil & Gas Midstream,USA
KMPR,Kemper Corporation,Financial,Insurance - Property & Casualty,USA
KMT,Kennametal Inc.,Industrials,Tools & Accessories,USA
KMX,Carmax Inc,Consumer Cyclical,Auto & Truck Dealerships,USA
KN,Knowles Corp,Technology,Communication Equipment,USA
KNF,Knife River Corp,Basic Materials,Building Materials,USA
KNSA,Kiniksa Pharmaceuticals Ltd,Healthcare,Biotechnology,USA
KNSL,Kinsale Capital Group Inc,Financial,Insurance - Property & Casualty,USA
KNTK,Kinetik Holdings Inc,Energy,Oil & Gas Midstream,USA
KNX,Knight-Swift Transportation Holdings Inc,Industrials,Trucking,USA
KO,Coca-Cola Co,Consumer Defensive,Beverages - Non-Alcoholic,USA
KOS,Kosmos Energy Ltd,Energy,Oil & Gas E&P,USA
KR,Kroger Co.,Consumer Defensive,Grocery Stores,USA
KRC,Kilroy Realty Corp.,Real Estate,REIT - Office,USA
KRG,Kite Realty Group Trust,Real Estate,REIT - Retail,USA
KRO,Kronos Worldwide,,,
KROS,Keros Therapeutics Inc,Healthcare,Biotechnology,USA
KRP,Kimbell Royalty Partners,,,
KRTX,Karuna Therapeutics Inc,Healthcare,Biotechnology,USA
KRUS,Kura Sushi USA Inc,Consumer Cyclical,Restaurants,USA
KRYS,Krystal Biotech Inc,Healthcare,Biotechnology,USA
KSS,Kohl's Corp.,Consumer Cyclical,Department Stores,USA
KTB,Kontoor Brands Inc,Consumer Cyclical,Apparel Manufacturing,USA
KTOS,Kratos Defense & Security Solutions Inc,Industrials,Aerospace & Defense,USA
KURA,Kura Oncology Inc,Healthcare,Biotechnology,USA
KVUE,Kenvue Inc,Consumer Defensive,Household & Personal Products,USA
KVYO,Klaviyo Inc,Technology,Software - Infrastructure,USA
KW,Kennedy-Wilson Holdings Inc,Real Estate,Real Estate Services,USA
KWR,Quaker Houghton,Basic Materials,Specialty Chemicals,USA
KYMR,Kymera Therapeutics Inc,Healthcare,Biotechnology,USA
L,Loews Corp.,Financial,Insurance - Property & Casualty,USA
LAD,Lithia Motors,,,
LADR,Ladder Capital Corp,Real Estate,REIT - Mortgage,USA
LAMR,Lamar Advertising Co,Real Estate,REIT - Specialty,USA
LANC,Lancaster Colony Corp.,Consumer Defensive,Packaged Foods,USA
LAUR,Laureate Education Inc,Consumer Defensive,Education & Training Services,USA
LAZ,Lazard Inc.,Financial,Capital Markets,USA
LAZR,Luminar Technologies Inc,Consumer Cyclical,Auto Parts,USA
LBRDA,Liberty Broadband Corp,Communication Services,Telecom Services,USA
LBRDK,Liberty Broadband Corp,Communication Services,Telecom Services,USA
LBRT,Liberty Energy Inc,Energy,Oil & Gas Equipment & Services,USA
LCID,Lucid Group Inc,Consumer Cyclical,Auto Manufacturers,USA
LCII,LCI Industries,Consumer Cyclical,Recreational Vehicles,USA
LDOS,Leidos Holdings Inc,Technology,Information Technology Services,USA
LEA,Lear Corp.,Consumer Cyclical,Auto Parts,USA
LECO,Lincoln Electric Holdings,,,
LEG,Leggett & Platt,,,
LEGN,Legend Biotech Corp ADR,Healthcare,Biotechnology,USA
LEN,Lennar Corp.,Consumer Cyclical,Residential Construction,USA
LEN-B,Lennar Corp.,Consumer Cyclical,Residential Construction,USA
LESL,Leslies Inc,Consumer Cyclical,Specialty Retail,USA
LEVI,Levi Strauss & Co.,Consumer Cyclical,Apparel Manufacturing,USA
LFST,LifeStance Health Group Inc,Healthcare,Medical Care Facilities,USA
LFUS,Littelfuse,,,
LGF-A,Lions Gate Entertainment Corp.,Communication Services,Entertainment,USA
LGF-B,Lions Gate Entertainment Corp.,Communication Services,Entertainment,USA
LGIH,LGI Homes Inc,Consumer Cyclical,Residential Construction,USA
LGND,Ligand Pharmaceuticals,,,
LH,Laboratory Corp. Of America Holdings,Healthcare,Diagnostics & Research,USA
LHX,L3Harris Technologies Inc,Industrials,Aerospace & Defense,USA
LII,Lennox International Inc,Industrials,Building Products & Equipment,USA
LILA,Liberty Latin America Ltd,Communication Services,Telecom Services,USA
LILAK,Liberty Latin America Ltd,Communication Services,Telecom Services,USA
LIN,Linde Plc.,Basic Materials,Specialty Chemicals,United Kingdom
LITE,Lumentum Holdings Inc,Technology,Communication Equipment,USA
LIVN,LivaNova PLC,Healthcare,Medical Devices,United Kingdom
LKFN,Lakeland Financial Corp.,Financial,Banks - Regional,USA
LKQ,LKQ Corp,Consumer Cyclical,Auto Parts,USA
LLY,Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA
LLYVA,Liberty Media Corp.,Communication Services,Entertainment,USA
LLYVK,Liberty Media Corp.,Communication Services,Entertainment,USA
LMAT,Lemaitre Vascular Inc,Healthcare,Medical Instruments & Supplies,USA
LMND,Lemonade Inc,Financial,Insurance - Property & Casualty,USA
LMT,Lockheed Martin Corp.,Industrials,Aerospace & Defense,USA
LNC,Lincoln National Corp.,Financial,Insurance - Life,USA
LNG,Cheniere Energy Inc.,Energy,Oil & Gas Midstream,USA
LNN,Lindsay Corporation,Industrials,Farm & Heavy Construction Machinery,USA
LNT,Alliant Energy Corp.,Utilities,Utilities - Regulated Electric,USA
LNTH,Lantheus Holdings Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA
LNW,Light & Wonder Inc,Consumer Cyclical,Gambling,USA
LOB,Live Oak Bancshares Inc,Financial,Banks - Regional,USA
LOGI,Logitech International S.A.,Technology,Computer Hardware,Switzerland
LOPE,Grand Canyon Education Inc,Consumer Defensive,Education & Training Services,USA
LOW,Lowe's Cos.,,,
LPG,Dorian LPG Ltd,Energy,Oil & Gas Midstream,USA
LPLA,LPL Financial Holdings Inc,Financial,Capital Markets,USA
LPX,Louisiana-Pacific Corp.,Industrials,Building Products & Equipment,USA
LRCX,Lam Research Corp.,Technology,Semiconductor Equipment & Materials,USA
LRN,Stride Inc,Consumer Defensive,Education & Training Services,USA
LSCC,Lattice Semiconductor Corp.,Technology,Semiconductors,USA
LSPD,Lightspeed Commerce Inc,Technology,Software - Application,Canada
LSTR,Landstar System,,,
LSXMA,Liberty Media Corp.,Communication Services,Entertainment,USA
LSXMK,Liberty Media Corp.,Communication Services,Entertainment,USA
LTC,LTC Properties,,,
LTH,Life Time Group Holdings Inc,Consumer Cyclical,Leisure,USA
LTHM,Arcadium Lithium plc,Basic Materials,Specialty Chemicals,USA
LULU,Lululemon Athletica inc.,Consumer Cyclical,Apparel Retail,Canada
LUMN,Lumen Technologies Inc,Communication Services,Telecom Services,USA
LUV,Southwest Airlines Co,Industrials,Airlines,USA
LVS,Las Vegas Sands Corp,Consumer Cyclical,Resorts & Casinos,USA
LVWR,LiveWire Group Inc,Consumer Cyclical,Auto Manufacturers,USA
LW,Lamb Weston Holdings Inc,Consumer Defensive,Packaged Foods,USA
LXP,LXP Industrial Trust,Real Estate,REIT - Industrial,USA
LYB,LyondellBasell Industries NV,Basic Materials,Specialty Chemicals,United Kingdom
LYFT,Lyft Inc,Technology,Software - Application,USA
LYG,Lloyds Banking Group plc ADR,Financial,Banks - Regional,United Kingdom
LYV,Live Nation Entertainment Inc,Communication Services,Entertainment,USA
LZ,LegalZoom.com Inc.,Industrials,Specialty Business Services,USA
LZB,La-Z-Boy Inc.,Consumer Cyclical,Furnishings,
M,Macy's Inc,Consumer Cyclical,Department Stores,USA
MA,Mastercard Incorporated,Financial,Credit Services,USA
MAA,Mid-America Apartment Communities,,,
MAC,Macerich Co.,Real Estate,REIT - Retail,USA
MAG,MAG Silver Corp.,Basic Materials,Silver,Canada
MAIN,Main Street Capital Corporation,Financial,Asset Management,USA
MAN,ManpowerGroup,Industrials,Staffing & Employment Services,USA
MANH,Manhattan Associates,,,
MANU,Manchester United Plc.,Communication Services,Entertainment,United Kingdom
MAR,Marriott International,,,
MARA,Marathon Digital Holdings Inc,Financial,Capital Markets,USA
MAS,Masco Corp.,Industrials,Building Products & Equipment,USA
MASI,Masimo Corp,Healthcare,Medical Devices,USA
MAT,Mattel,,,
MATW,Matthews International Corp.,Industrials,Conglomerates,USA
MATX,Matson Inc,Industrials,Marine Shipping,USA
MBC,MasterBrand Inc,Consumer Cyclical,Furnishings,
MBIN,Merchants Bancorp,Financial,Banks - Regional,USA
MBUU,Malibu Boats Inc,Consumer Cyclical,Recreational Vehicles,USA
MC,Moelis & Co,Financial,Capital Markets,USA
MCD,McDonald's Corp,Consumer Cyclical,Restaurants,USA
MCHP,Microchip Technology,,,
MCK,Mckesson Corporation,Healthcare,Medical Distribution,USA
MCO,Moody's Corp.,Financial,Financial Data & Stock Exchanges,USA
MCRI,Monarch Casino & Resort,,,
MCW,Mister Car Wash Inc,Consumer Cyclical,Personal Services,USA
MCY,Mercury General Corp.,Financial,Insurance - Property & Casualty,USA
MDB,MongoDB Inc,Technology,Software - Infrastructure,USA
MDC,M.D.C. Holdings,,,
MDGL,Madrigal Pharmaceuticals Inc,Healthcare,Biotechnology,USA
MDLZ,Mondelez International Inc.,Consumer Defensive,Confectioners,USA
MDRX,Veradigm Inc,Healthcare,Health Information Services,USA
MDT,Medtronic Plc,Healthcare,Medical Devices,Ireland
MDU,MDU Resources Group Inc,Industrials,Conglomerates,USA
MEDP,Medpace Holdings Inc,Healthcare,Diagnostics & Research,USA
MELI,MercadoLibre Inc,Consumer Cyclical,Internet Retail,USA
MEOH,Methanex Corp.,Basic Materials,Chemicals,Canada
MET,Metlife Inc,Financial,Insurance - Life,USA
META,Meta Platforms Inc,Communication Services,Internet Content & Information,USA
METC,Ramaco Resources Inc,Basic Materials,Coking Coal,USA
MFA,MFA Financial Inc,Real Estate,REIT - Mortgage,USA
MFC,Manulife Financial Corp.,Financial,Insurance - Life,Canada
MGA,Magna International Inc.,Consumer Cyclical,Auto Parts,Canada
MGEE,MGE Energy,,,
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,USA
MGNI,Magnite Inc,Communication Services,Advertising Agencies,USA
MGPI,MGP Ingredients,,,
MGRC,McGrath Rentcorp,Industrials,Rental & Leasing Services,USA
MGY,Magnolia Oil & Gas Corp,Energy,Oil & Gas E&P,USA
MHK,Mohawk Industries,,,
MHO,MI Homes Inc.,Consumer Cyclical,Residential Construction,USA
MIDD,Middleby Corp.,Industrials,Specialty Industrial Machinery,USA
MIR,Mirion Technologies Inc.,Industrials,Specialty Industrial Machinery,USA
MIRM,Mirum Pharmaceuticals Inc,Healthcare,Biotechnology,USA
MKC,McCormick & Co.,,,
MKL,Markel Group Inc,Financial,Insurance - Property & Casualty,USA
MKSI,MKS Instruments,,,
MKTX,MarketAxess Holdings Inc.,Financial,Capital Markets,USA
MLI,Mueller Industries,,,
MLKN,MillerKnoll Inc,Consumer Cyclical,Furnishings,
MLM,Martin Marietta Materials,,,
MLNK,MeridianLink Inc,Technology,Software - Application,USA
MLTX,MoonLake Immunotherapeutics,Healthcare,Biotechnology,Switzerland
MMC,Marsh & McLennan Cos.,,,
MMI,Marcus & Millichap Inc,Real Estate,Real Estate Services,USA
MMM,3M Co.,Industrials,Conglomerates,USA
MMS,Maximus Inc.,Industrials,Specialty Business Services,USA
MMSI,Merit Medical Systems,,,
MNR,Mach Natural Resources LP,Energy,Oil & Gas E&P,USA
MNST,Monster Beverage Corp.,Consumer Defensive,Beverages - Non-Alcoholic,USA
MNTK,Montauk Renewables Inc,Utilities,Utilities - Diversified,USA
MO,Altria Group Inc.,Consumer Defensive,Tobacco,USA
MOD,Modine Manufacturing Co.,Consumer Cyclical,Auto Parts,USA
MODG,Topgolf Callaway Brands Corp,Consumer Cyclical,Leisure,USA
MODN,Model N Inc,Technology,Software - Application,USA
MOG-A,Moog,,,
MOH,Molina Healthcare Inc,Healthcare,Healthcare Plans,USA
MOR,Morphosys AG ADR,Healthcare,Biotechnology,Germany
MORF,Morphic Holding Inc,Healthcare,Biotechnology,USA
MORN,Morningstar Inc,Financial,Financial Data & Stock Exchanges,USA
MOS,Mosaic Company,Basic Materials,Agricultural Inputs,USA
MP,MP Materials Corporation,Basic Materials,Other Industrial Metals & Mining,USA
MPC,Marathon Petroleum Corp,Energy,Oil & Gas Refining & Marketing,USA
MPLX,MPLX LP,Energy,Oil & Gas Midstream,USA
MPW,Medical Properties Trust Inc,Real Estate,REIT - Healthcare Facilities,USA
MPWR,Monolithic Power System Inc,Technology,Semiconductors,USA
MQ,Marqeta Inc,Technology,Software - Infrastructure,USA
MRCY,Mercury Systems Inc,Industrials,Aerospace & Defense,USA
MRK,Merck & Co Inc,Healthcare,Drug Manufacturers - General,USA
MRNA,Moderna Inc,Healthcare,Biotechnology,USA
MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA
