Ticker,Company,Sector,Industry,Country
MCO,Moody's Corp.,Financial,Financial Data & Stock Exchanges,USA
MCW,Mister Car Wash Inc,Consumer Cyclical,Personal Services,USA
MCY,Mercury General Corp.,Financial,Insurance - Property & Casualty,USA
MDB,MongoDB Inc,Technology,Software - Infrastructure,USA
MDC,M.D.C. Holdings,,,
MDGL,Madrigal Pharmaceuticals Inc,Healthcare,Biotechnology,USA
MDLZ,Mondelez International Inc.,Consumer Defensive,Confectioners,USA
MDT,Medtronic Plc,Healthcare,Medical Devices,Ireland
MDU,MDU Resources Group Inc,Industrials,Conglomerates,USA
MEDP,Medpace Holdings Inc,Healthcare,Diagnostics & Research,USA
MELI,MercadoLibre Inc,Consumer Cyclical,Internet Retail,USA
MEOH,Methanex Corp.,Basic Materials,Chemicals,Canada
MET,Metlife Inc,Financial,Insurance - Life,USA
META,Meta Platforms Inc,Communication Services,Internet Content & Information,USA
MFC,Manulife Financial Corp.,Financial,Insurance - Life,Canada
MGA,Magna International Inc.,Consumer Cyclical,Auto Parts,Canada
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,USA
MGPI,MGP Ingredients,,,
MGRC,McGrath Rentcorp,Industrials,Rental & Leasing Services,USA
MHK,Mohawk Industries,,,
MHO,MI Homes Inc.,Consumer Cyclical,Residential Construction,USA
MIDD,Middleby Corp.,Industrials,Specialty Industrial Machinery,USA
MIR,Mirion Technologies Inc.,Industrials,Specialty Industrial Machinery,USA
MKC,McCormick & Co.,,,
MKL,Markel Group Inc,Financial,Insurance - Property & Casualty,USA
MKSI,MKS Instruments,,,
MLI,Mueller Industries,,,
MLM,Martin Marietta Materials,,,
MLTX,MoonLake Immunotherapeutics,Healthcare,Biotechnology,Switzerland
MMC,Marsh & McLennan Cos.,,,
MMM,3M Co.,Industrials,Conglomerates,USA
MMS,Maximus Inc.,Industrials,Specialty Business Services,USA
MMSI,Merit Medical Systems,,,
MNST,Monster Beverage Corp.,Consumer Defensive,Beverages - Non-Alcoholic,USA
MO,Altria Group Inc.,Consumer Defensive,Tobacco,USA
MOD,Modine Manufacturing Co.,Consumer Cyclical,Auto Parts,USA
MODG,Topgolf Callaway Brands Corp,Consumer Cyclical,Leisure,USA
MOG-A,Moog,,,
MOH,Molina Healthcare Inc,Healthcare,Healthcare Plans,USA
MORN,Morningstar Inc,Financial,Financial Data & Stock Exchanges,USA
MOS,Mosaic Company,Basic Materials,Agricultural Inputs,USA
MP,MP Materials Corporation,Basic Materials,Other Industrial Metals & Mining,USA
MPW,Medical Properties Trust Inc,Real Estate,REIT - Healthcare Facilities,USA
MPWR,Monolithic Power System Inc,Technology,Semiconductors,USA
MQ,Marqeta Inc,Technology,Software - Infrastructure,USA
MRK,Merck & Co Inc,Healthcare,Drug Manufacturers - General,USA
MRNA,Moderna Inc,Healthcare,Biotechnology,USA
MRTX,Mirati Therapeutics Inc,Healthcare,Biotechnology,USA
MRVL,Marvell Technology Inc,Technology,Semiconductors,USA
MSA,MSA Safety Inc,Industrials,Security & Protection Services,USA
MSCI,MSCI Inc,Financial,Financial Data & Stock Exchanges,USA
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA
MSGS,Madison Square Garden Sports Corp,Communication Services,Entertainment,USA
MSI,Motorola Solutions Inc,Technology,Communication Equipment,USA
MSM,MSC Industrial Direct Co.,,,
MSTR,Microstrategy Inc.,Technology,Software - Application,USA
MT,ArcelorMittal,Basic Materials,Steel,Luxembourg
MTB,M & T Bank Corp,Financial,Banks - Regional,USA
MTCH,Match Group Inc.,Communication Services,Internet Content & Information,USA
MTD,Mettler-Toledo International,,,
MTG,MGIC Investment Corp,Financial,Insurance - Specialty,USA
MTH,Meritage Homes Corp.,Consumer Cyclical,Residential Construction,USA
MTN,Vail Resorts Inc.,Consumer Cyclical,Resorts & Casinos,USA
MTRN,Materion Corp,Basic Materials,Other Industrial Metals & Mining,USA
MTSI,MACOM Technology Solutions Holdings Inc,Technology,Semiconductors,USA
MTX,Minerals Technologies,,,
MTZ,Mastec Inc.,Industrials,Engineering & Construction,USA
MU,Micron Technology Inc.,Technology,Semiconductors,USA
MUSA,Murphy USA Inc,Consumer Cyclical,Specialty Retail,USA
MWA,Mueller Water Products Inc,Industrials,Specialty Industrial Machinery,USA
MYRG,MYR Group Inc,Industrials,Engineering & Construction,USA
NABL,N-able Inc,Technology,Information Technology Services,USA
NARI,Inari Medical Inc,Healthcare,Medical Devices,USA
NAVI,Navient Corp,Financial,Credit Services,USA
NBIX,Neurocrine Biosciences,,,
NCLH,Norwegian Cruise Line Holdings Ltd,Consumer Cyclical,Travel Services,USA
NCNO,Ncino Inc.,Technology,Software - Application,USA
NDAQ,Nasdaq Inc,Financial,Financial Data & Stock Exchanges,USA
NDSN,Nordson Corp.,Industrials,Specialty Industrial Machinery,USA
NEM,Newmont Corp,Basic Materials,Gold,USA
NEO,Neogenomics Inc.,Healthcare,Diagnostics & Research,USA
NEOG,Neogen Corp.,Healthcare,Diagnostics & Research,USA
NET,Cloudflare Inc,Technology,Software - Infrastructure,USA
NEU,NewMarket Corp.,Basic Materials,Specialty Chemicals,USA
NFLX,Netflix Inc.,Communication Services,Entertainment,USA
NHI,National Health Investors,,,
NKE,Nike,,,
NLY,Annaly Capital Management Inc,Real Estate,REIT - Mortgage,USA
NMIH,NMI Holdings Inc,Financial,Insurance - Specialty,USA
NMRA,Neumora Therapeutics Inc.,Healthcare,Biotechnology,USA
NNI,Nelnet Inc,Financial,Credit Services,USA
NNN,NNN REIT Inc,Real Estate,REIT - Retail,USA
NOC,Northrop Grumman Corp.,Industrials,Aerospace & Defense,USA
NOK,Nokia Corp ADR,Technology,Communication Equipment,Finland
NOMD,Nomad Foods Limited,Consumer Defensive,Packaged Foods,United Kingdom
NOVT,Novanta Inc,Technology,Scientific & Technical Instruments,USA
NOW,ServiceNow Inc,Technology,Software - Application,USA
NPO,Enpro Inc,Industrials,Specialty Industrial Machinery,USA
NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,USA
NSC,Norfolk Southern Corp.,Industrials,Railroads,USA
NSIT,Insight Enterprises Inc.,Technology,Electronics & Computer Distribution,USA
NSP,Insperity Inc,Industrials,Staffing & Employment Services,USA
NTAP,Netapp Inc,Technology,Computer Hardware,USA
NTLA,Intellia Therapeutics Inc,Healthcare,Biotechnology,USA
NTNX,Nutanix Inc,Technology,Software - Infrastructure,USA
NTR,Nutrien Ltd,Basic Materials,Agricultural Inputs,Canada
NTRA,Natera Inc,Healthcare,Diagnostics & Research,USA
NTRS,Northern Trust Corp.,Financial,Asset Management,USA
NTRSO,Northern Trust Corporation,Financial,Asset Management,USA
NUE,Nucor Corp.,Basic Materials,Steel,USA
NUVL,Nuvalent Inc,Healthcare,Biotechnology,USA
NVDA,NVIDIA Corp,Technology,Semiconductors,USA
NVEI,Nuvei Corporation,Technology,Software - Infrastructure,Canada
NVO,Novo Nordisk ADR,Healthcare,Biotechnology,Denmark
NVR,NVR Inc.,Consumer Cyclical,Residential Construction,USA
NVS,Novartis AG ADR,Healthcare,Drug Manufacturers - General,Switzerland
NVST,Envista Holdings Corp,Healthcare,Medical Instruments & Supplies,USA
NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,United Kingdom
NWG,NatWest Group Plc ADR,Financial,Banks - Regional,United Kingdom
NWL,Newell Brands Inc,Consumer Defensive,Household & Personal Products,USA
NWS,News Corp,Communication Services,Entertainment,USA
NWSA,News Corp,Communication Services,Entertainment,USA
NXPI,NXP Semiconductors NV,Technology,Semiconductors,Netherlands
NXST,Nexstar Media Group Inc,Communication Services,Entertainment,USA
NXT,Nextracker Inc,Technology,Solar,USA
NYCB,New York Community Bancorp Inc.,Financial,Banks - Regional,USA
NYT,New York Times Co.,Communication Services,Publishing,USA
O,Realty Income Corp.,Real Estate,REIT - Retail,USA
OBDC,Blue Owl Capital Corp,Financial,Credit Services,USA
OC,Owens Corning,Industrials,Building Products & Equipment,USA
ODFL,Old Dominion Freight Line,,,
OGN,Organon & Co.,Healthcare,Drug Manufacturers - General,USA
OHI,Omega Healthcare Investors,,,
OI,O-I Glass Inc,Consumer Cyclical,Packaging & Containers,USA
OKTA,Okta Inc,Technology,Software - Infrastructure,USA
OLED,Universal Display Corp.,Technology,Electronic Components,USA
OLK,Olink Holding AB (publ) ADR,Healthcare,Diagnostics & Research,Sweden
OLLI,Ollies Bargain Outlet Holdings Inc,Consumer Defensive,Discount Stores,USA
OLN,Olin Corp.,Basic Materials,Specialty Chemicals,USA
OMC,Omnicom Group,,,
OMF,OneMain Holdings Inc,Financial,Credit Services,USA
ON,ON Semiconductor Corp.,Technology,Semiconductors,USA
ONB,Old National Bancorp,Financial,Banks - Regional,USA
ONON,On Holding AG,Consumer Cyclical,Footwear & Accessories,Switzerland
ONTO,Onto Innovation Inc.,Technology,Semiconductor Equipment & Materials,USA
OPCH,Option Care Health Inc.,Healthcare,Medical Care Facilities,USA
OPEN,Opendoor Technologies Inc,Real Estate,Real Estate Services,USA
OR,Osisko Gold Royalties Ltd,Basic Materials,Gold,Canada
ORAN,Orange. ADR,Communication Services,Telecom Services,France
ORCL,Oracle Corp.,Technology,Software - Infrastructure,USA
ORI,Old Republic International Corp.,Financial,Insurance - Diversified,USA
ORLY,O'Reilly Automotive,,,
OSCR,Oscar Health Inc,Healthcare,Healthcare Plans,USA
OSIS,OSI Systems,,,
OSK,Oshkosh Corp,Industrials,Farm & Heavy Construction Machinery,USA
OTEX,Open Text Corp,Technology,Software - Application,Canada
OTIS,Otis Worldwide Corp,Industrials,Specialty Industrial Machinery,USA
OUT,Outfront Media Inc,Real Estate,REIT - Specialty,USA
OWL,Blue Owl Capital Inc,Financial,Asset Management,USA
OZK,Bank OZK,Financial,Banks - Regional,USA
PAAS,Pan American Silver Corp,Basic Materials,Gold,Canada
PACB,Pacific Biosciences of California Inc,Healthcare,Medical Devices,USA
PAG,Penske Automotive Group Inc,Consumer Cyclical,Auto & Truck Dealerships,USA
PANW,Palo Alto Networks Inc,Technology,Software - Infrastructure,USA
PARA,Paramount Global,Communication Services,Entertainment,USA
PATH,UiPath Inc,Technology,Software - Infrastructure,USA
PATK,Patrick Industries,,,
PAY,Paymentus Holdings Inc,Technology,Software - Infrastructure,USA
PAYC,Paycom Software Inc,Technology,Software - Application,USA
PAYX,Paychex Inc.,Industrials,Staffing & Employment Services,USA
PB,Prosperity Bancshares Inc.,Financial,Banks - Regional,USA
PBH,Prestige Consumer Healthcare Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA
PCAR,Paccar Inc.,Industrials,Farm & Heavy Construction Machinery,USA
PCH,PotlatchDeltic Corp,Real Estate,REIT - Specialty,USA
PCOR,Procore Technologies Inc,Technology,Software - Application,USA
PCTY,Paylocity Holding Corp,Technology,Software - Application,USA
PCVX,Vaxcyte Inc,Healthcare,Biotechnology,USA
PD,Pagerduty Inc,Technology,Software - Application,USA
PDCO,Patterson Companies Inc.,Healthcare,Medical Distribution,USA
PEAK,Healthpeak Properties Inc.,Real Estate,REIT - Healthcare Facilities,USA
PECO,Phillips Edison & Company Inc,Real Estate,REIT - Retail,USA
PEGA,Pegasystems Inc.,Technology,Software - Application,USA
PEN,Penumbra Inc,Healthcare,Medical Devices,USA
PENN,PENN Entertainment Inc,Consumer Cyclical,Resorts & Casinos,USA
PEP,PepsiCo Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - General,USA
PFG,Principal Financial Group Inc,Financial,Asset Management,USA
PFGC,Performance Food Group Company,Consumer Defensive,Food Distribution,USA
PFSI,PennyMac Financial Services Inc.,Financial,Mortgage Finance,USA
PG,Procter & Gamble Co.,Consumer Defensive,Household & Personal Products,USA
PGNY,Progyny Inc,Healthcare,Health Information Services,USA
PGR,Progressive Corp.,Financial,Insurance - Property & Casualty,USA
PGTI,PGT Innovations Inc,Industrials,Building Products & Equipment,USA
PH,Parker-Hannifin Corp.,Industrials,Specialty Industrial Machinery,USA
PHG,Koninklijke Philips N.V. ADR,Healthcare,Medical Devices,Netherlands
PHM,PulteGroup Inc,Consumer Cyclical,Residential Construction,USA
PHYS,Sprott Physical Gold Trust,Financial,Asset Management,Canada
PI,Impinj Inc,Technology,Communication Equipment,USA
PII,Polaris Inc,Consumer Cyclical,Recreational Vehicles,USA
PINC,Premier Inc,Healthcare,Health Information Services,USA
PINS,Pinterest Inc,Communication Services,Internet Content & Information,USA
PK,Park Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA
PKG,Packaging Corp Of America,Consumer Cyclical,Packaging & Containers,USA
PLAY,Dave & Buster's Entertainment Inc,Communication Services,Entertainment,USA
PLD,Prologis Inc,Real Estate,REIT - Industrial,USA
PLNT,Planet Fitness Inc,Consumer Cyclical,Leisure,USA
PLTR,Palantir Technologies Inc,Technology,Software - Infrastructure,USA
PLUG,Plug Power Inc,Industrials,Electrical Equipment & Parts,USA
PLUS,ePlus Inc,Technology,Software - Application,USA
PLXS,Plexus Corp.,Technology,Electronic Components,USA
PM,Philip Morris International Inc,Consumer Defensive,Tobacco,USA
PNC,PNC Financial Services Group Inc,Financial,Banks - Regional,USA
PNFP,Pinnacle Financial Partners Inc.,Financial,Banks - Regional,USA
PNR,Pentair plc,Industrials,Specialty Industrial Machinery,United Kingdom
PODD,Insulet Corporation,Healthcare,Medical Devices,USA
POOL,Pool Corporation,Industrials,Industrial Distribution,USA
POST,Post Holdings Inc,Consumer Defensive,Packaged Foods,USA
POWI,Power Integrations Inc.,Technology,Semiconductors,USA
PPBI,Pacific Premier Bancorp,,,
PPC,Pilgrim's Pride Corp.,Consumer Defensive,Packaged Foods,USA
PPG,PPG Industries,,,
PRCT,Procept BioRobotics Corp,Healthcare,Medical Devices,USA
PRFT,Perficient Inc.,Technology,Information Technology Services,USA
PRGO,Perrigo Company plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland
PRGS,Progress Software Corp.,Technology,Software - Application,USA
PRI,Primerica Inc,Financial,Insurance - Life,USA
PRK,Park National Corp.,Financial,Banks - Regional,USA
PRMW,Primo Water Corporation,Consumer Defensive,Beverages - Non-Alcoholic,USA
PRU,Prudential Financial Inc.,Financial,Insurance - Life,USA
PRVA,Privia Health Group Inc,Healthcare,Health Information Services,USA
PSA,Public Storage.,Real Estate,REIT - Industrial,USA
PSEC,Prospect Capital Corporation,Financial,Asset Management,USA
PSLV,Sprott Physical Silver Trust,Financial,Asset Management,Canada
PSMT,Pricesmart Inc.,Consumer Defensive,Discount Stores,USA
PSN,Parsons Corp,Technology,Information Technology Services,USA
PSO,Pearson plc ADR,Communication Services,Publishing,United Kingdom
PSTG,Pure Storage Inc,Technology,Computer Hardware,USA
PTC,PTC Inc,Technology,Software - Application,USA
PTCT,PTC Therapeutics Inc,Healthcare,Biotechnology,USA
PTON,Peloton Interactive Inc,Consumer Cyclical,Leisure,USA
PTVE,Pactiv Evergreen Inc,Consumer Cyclical,Packaging & Containers,USA
PUK,Prudential plc ADR,Financial,Insurance - Life,United Kingdom
PVH,PVH Corp,Consumer Cyclical,Apparel Manufacturing,USA
PWR,Quanta Services,,,
PWSC,PowerSchool Holdings Inc,Technology,Software - Application,USA
PYCR,Paycor HCM Inc,Technology,Software - Application,USA
PYPL,PayPal Holdings Inc,Financial,Credit Services,USA
PZZA,Papa John's International,,,
QCOM,Qualcomm,,,
QDEL,QuidelOrtho Corporation,Healthcare,Medical Devices,USA
QGEN,Qiagen NV,Healthcare,Diagnostics & Research,Netherlands
QLYS,Qualys Inc,Technology,Software - Infrastructure,USA
QRTEB,Qurate Retail Inc,Consumer Cyclical,Internet Retail,USA
QRVO,Qorvo Inc,Technology,Semiconductors,USA
QS,QuantumScape Corp,Consumer Cyclical,Auto Parts,USA
QSR,Restaurant Brands International Inc,Consumer Cyclical,Restaurants,Canada
QTWO,Q2 Holdings Inc,Technology,Software - Application,USA
R,Ryder System,,,
RACE,Ferrari N.V.,Consumer Cyclical,Auto Manufacturers,Italy
RAMP,LiveRamp Holdings Inc,Technology,Software - Infrastructure,USA
RARE,Ultragenyx Pharmaceutical Inc.,Healthcare,Biotechnology,USA
RBA,RB Global Inc,Industrials,Specialty Business Services,USA
RBC,RBC Bearings Inc.,Industrials,Tools & Accessories,USA
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,USA
RCI,Rogers Communications Inc.,Communication Services,Telecom Services,Canada
RCKT,Rocket Pharmaceuticals Inc,Healthcare,Biotechnology,USA
RCL,Royal Caribbean Group,Consumer Cyclical,Travel Services,USA
RCM,R1 RCM Inc.,Healthcare,Health Information Services,USA
RDN,Radian Group,,,
RDNT,Radnet Inc,Healthcare,Diagnostics & Research,USA
REG,Regency Centers Corporation,Real Estate,REIT - Retail,USA
REGN,Regeneron Pharmaceuticals,,,
RELX,RELX Plc ADR,Industrials,Specialty Business Services,United Kingdom
RELY,Remitly Global Inc,Technology,Software - Infrastructure,USA
REXR,Rexford Industrial Realty Inc,Real Estate,REIT - Industrial,USA
REYN,Reynolds Consumer Products Inc,Consumer Cyclical,Packaging & Containers,USA
REZI,Resideo Technologies Inc,Industrials,Security & Protection Services,USA
RF,Regions Financial Corp.,Financial,Banks - Regional,USA
RGA,Reinsurance Group Of America,,,
RGEN,Repligen Corp.,Healthcare,Medical Instruments & Supplies,USA
RGLD,Royal Gold,,,
RH,RH,Consumer Cyclical,Specialty Retail,USA
RHI,Robert Half Inc,Industrials,Staffing & Employment Services,USA
RHP,Ryman Hospitality Properties Inc,Real Estate,REIT - Hotel & Motel,USA
RIO,Rio Tinto plc ADR,Basic Materials,Other Industrial Metals & Mining,United Kingdom
RITM,Rithm Capital Corporation,Real Estate,REIT - Mortgage,USA
RIVN,Rivian Automotive Inc,Consumer Cyclical,Auto Manufacturers,USA
RKLB,Rocket Lab USA Inc,Industrials,Aerospace & Defense,USA
RL,Ralph Lauren Corp,Consumer Cyclical,Apparel Manufacturing,USA
RLI,RLI Corp.,Financial,Insurance - Property & Casualty,USA
RMBS,Rambus Inc.,Technology,Semiconductors,USA
RMD,Resmed Inc.,Healthcare,Medical Instruments & Supplies,USA
RNG,RingCentral Inc.,Technology,Software - Application,USA
ROAD,Construction Partners Inc,Industrials,Engineering & Construction,USA
ROCK,Gibraltar Industries Inc.,Industrials,Building Products & Equipment,USA
ROG,Rogers Corp.,Technology,Electronic Components,USA
ROIV,Roivant Sciences Ltd,Healthcare,Biotechnology,United Kingdom
ROK,Rockwell Automation Inc,Industrials,Specialty Industrial Machinery,USA
ROKU,Roku Inc,Communication Services,Entertainment,USA
ROL,Rollins,,,
ROP,Roper Technologies Inc,Technology,Software - Application,USA
ROST,Ross Stores,,,
RPD,Rapid7 Inc,Technology,Software - Infrastructure,USA
RPM,RPM International,,,
RPRX,Royalty Pharma plc,Healthcare,Biotechnology,USA
RRR,Red Rock Resorts Inc,Consumer Cyclical,Resorts & Casinos,USA
RRX,Regal Rexnord Corp,Industrials,Specialty Industrial Machinery,USA
RS,Reliance Steel & Aluminum Co.,Basic Materials,Steel,USA
RSG,Republic Services,,,
RTO,Rentokil Initial Plc. ADR,Industrials,Specialty Business Services,United Kingdom
RTX,RTX Corp,Industrials,Aerospace & Defense,USA
RUN,Sunrun Inc,Technology,Solar,USA
RUSHA,Rush Enterprises Inc,Consumer Cyclical,Auto & Truck Dealerships,USA
RUSHB,Rush Enterprises Inc,Consumer Cyclical,Auto & Truck Dealerships,USA
RVMD,Revolution Medicines Inc,Healthcare,Biotechnology,USA
RVTY,Revvity Inc.,Healthcare,Diagnostics & Research,USA
RXO,RXO Inc,Industrials,Trucking,USA
RXRX,Recursion Pharmaceuticals Inc,Healthcare,Biotechnology,USA
RY,Royal Bank Of Canada,Financial,Banks - Diversified,USA
RYAAY,Ryanair Holdings Plc ADR,Industrials,Airlines,Ireland
RYAN,Ryan Specialty Holdings Inc,Financial,Insurance - Specialty,USA
RYN,Rayonier Inc.,Real Estate,REIT - Specialty,USA
RYTM,Rhythm Pharmaceuticals Inc.,Healthcare,Biotechnology,USA
RYZB,RayzeBio Inc.,Healthcare,Biotechnology,USA
S,SentinelOne Inc,Technology,Software - Infrastructure,USA
SAIA,Saia Inc.,Industrials,Trucking,USA
SAIC,Science Applications International Corp.,Technology,Information Technology Services,USA
SAM,Boston Beer Co.,,,
SAN,Banco Santander S.A. ADR,Financial,Banks - Diversified,Spain
SANM,Sanmina Corp,Technology,Electronic Components,USA
SAP,Sap SE ADR,Technology,Software - Application,Germany
SATS,EchoStar Corp,Technology,Communication Equipment,USA
SBAC,SBA Communications Corp,Real Estate,REIT - Specialty,USA
SBCF,Seacoast Banking Corp. Of Florida,Financial,Banks - Regional,USA
SBRA,Sabra Healthcare REIT Inc,Real Estate,REIT - Healthcare Facilities,USA
SBUX,Starbucks Corp.,Consumer Cyclical,Restaurants,USA
SCCO,Southern Copper Corporation,Basic Materials,Copper,USA
SCI,Service Corp. International,Consumer Cyclical,Personal Services,USA
SDGR,Schrodinger Inc,Healthcare,Health Information Services,USA
SEAS,SeaWorld Entertainment Inc,Consumer Cyclical,Leisure,USA
SEB,Seaboard Corp.,Industrials,Conglomerates,USA
SEE,Sealed Air Corp.,Consumer Cyclical,Packaging & Containers,USA
SEIC,SEI Investments Co.,Financial,Asset Management,USA
SEM,Select Medical Holdings Corporation,Healthcare,Medical Care Facilities,USA
SFBS,ServisFirst Bancshares Inc,Financial,Banks - Regional,USA
SFM,Sprouts Farmers Market Inc,Consumer Defensive,Grocery Stores,USA
SFNC,Simmons First National Corp.,Financial,Banks - Regional,USA
SGRY,Surgery Partners Inc,Healthcare,Medical Care Facilities,USA
SHAK,Shake Shack Inc,Consumer Cyclical,Restaurants,USA
SHC,Sotera Health Co,Healthcare,Diagnostics & Research,USA
SHLS,Shoals Technologies Group Inc,Technology,Solar,USA
SHO,Sunstone Hotel Investors Inc,Real Estate,REIT - Hotel & Motel,USA
SHOO,Steven Madden Ltd.,Consumer Cyclical,Footwear & Accessories,USA
SHOP,Shopify Inc,Technology,Software - Application,Canada
SHW,Sherwin-Williams Co.,Basic Materials,Specialty Chemicals,USA
SIGI,Selective Insurance Group Inc.,Financial,Insurance - Property & Casualty,USA
SIRI,Sirius XM Holdings Inc,Communication Services,Entertainment,USA
SITC,SITE Centers Corp,Real Estate,REIT - Retail,USA
SITE,SiteOne Landscape Supply Inc,Industrials,Industrial Distribution,USA
SITM,SiTime Corp,Technology,Semiconductors,USA
SIX,Six Flags Entertainment Corp,Consumer Cyclical,Leisure,USA
SJM,J.M. Smucker Co.,Consumer Defensive,Packaged Foods,USA
SKT,Tanger Inc.,Real Estate,REIT - Retail,USA
SKX,Skechers U S A,,,
SKY,Skyline Champion Corp,Consumer Cyclical,Residential Construction,USA
SKYW,Skywest Inc.,Industrials,Airlines,USA
SLAB,Silicon Laboratories Inc,Technology,Semiconductors,USA
SLF,Sun Life Financial,,,
SLG,SL Green Realty Corp.,Real Estate,REIT - Office,USA
SLGN,Silgan Holdings Inc.,Consumer Cyclical,Packaging & Containers,USA
SLM,SLM Corp.,Financial,Credit Services,USA
SMAR,Smartsheet Inc,Technology,Software - Application,USA
SMCI,Super Micro Computer Inc,Technology,Computer Hardware,USA
SMG,Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs,USA
SMMT,Summit Therapeutics Inc,Healthcare,Biotechnology,USA
SMPL,Simply Good Foods Co,Consumer Defensive,Packaged Foods,USA
SN,SharkNinja Inc.,Consumer Cyclical,Furnishings,
SNA,Snap-on,,,
SNAP,Snap Inc,Communication Services,Internet Content & Information,USA
SNDR,Schneider National Inc,Industrials,Trucking,USA
SNN,Smith & Nephew plc ADR,Healthcare,Medical Devices,United Kingdom
SNOW,Snowflake Inc,Technology,Software - Application,USA
SNPS,Synopsys,,,
SNV,Synovus Financial Corp.,Financial,Banks - Regional,USA
SNX,TD Synnex Corp,Technology,Electronics & Computer Distribution,USA
SNY,Sanofi ADR,Healthcare,Drug Manufacturers - General,France
SOFI,SoFi Technologies Inc,Financial,Credit Services,USA
SON,Sonoco Products Co.,Consumer Cyclical,Packaging & Containers,USA
SONO,Sonos Inc,Technology,Consumer Electronics,USA
SOVO,Sovos Brands Inc,Consumer Defensive,Packaged Foods,USA
SPB,Spectrum Brands Holdings Inc.,Consumer Defensive,Household & Personal Products,USA
SPG,Simon Property Group,,,
SPGI,S&P Global Inc,Financial,Financial Data & Stock Exchanges,USA
SPLK,Splunk Inc,Technology,Software - Infrastructure,USA
SPOT,Spotify Technology S.A.,Communication Services,Internet Content & Information,Luxembourg
SPR,Spirit Aerosystems Holdings Inc,Industrials,Aerospace & Defense,USA
SPSC,SPS Commerce Inc.,Technology,Software - Infrastructure,USA
SPT,Sprout Social Inc,Technology,Software - Application,USA
SPXC,SPX Technologies Inc,Industrials,Building Products & Equipment,USA
SQ,Block Inc,Technology,Software - Infrastructure,USA
SQSP,Squarespace Inc,Technology,Software - Infrastructure,USA
SRAD,Sportradar Group AG,Technology,Software - Application,Switzerland
SRC,Spirit Realty Capital Inc,Real Estate,REIT - Diversified,USA
SRCL,Stericycle Inc.,Industrials,Waste Management,USA
SRPT,Sarepta Therapeutics Inc,Healthcare,Biotechnology,USA
SSB,SouthState Corporation,Financial,Banks - Regional,USA
SSD,Simpson Manufacturing Co.,,,
SSNC,SS&C Technologies Holdings Inc,Technology,Software - Application,USA
SSRM,SSR Mining Inc,Basic Materials,Gold,USA
ST,Sensata Technologies Holding Plc,Technology,Scientific & Technical Instruments,USA
STAG,STAG Industrial Inc,Real Estate,REIT - Industrial,USA
STE,Steris Plc,Healthcare,Medical Devices,Ireland
STEP,StepStone Group Inc,Financial,Asset Management,USA
STLA,Stellantis N.V,Consumer Cyclical,Auto Manufacturers,Netherlands
STLD,Steel Dynamics Inc.,Basic Materials,Steel,USA
STM,ST Microelectronics,Technology,Semiconductors,Switzerland
STN,Stantec Inc,Industrials,Engineering & Construction,Canada
STRA,Strategic Education Inc,Consumer Defensive,Education & Training Services,USA
STRL,Sterling Infrastructure Inc,Industrials,Engineering & Construction,USA
STT,State Street Corp.,Financial,Asset Management,USA
STVN,Stevanato Group Spa,Healthcare,Medical Instruments & Supplies,Italy
STWD,Starwood Property Trust Inc,Real Estate,REIT - Mortgage,USA
STX,Seagate Technology Holdings Plc,Technology,Computer Hardware,USA
STZ,Constellation Brands Inc,Consumer Defensive,Beverages - Wineries & Distilleries,USA
SUI,Sun Communities,,,
SUM,Summit Materials Inc,Basic Materials,Building Materials,USA
SVV,Savers Value Village Inc,Consumer Cyclical,Specialty Retail,USA
SWAV,ShockWave Medical Inc,Healthcare,Medical Devices,USA
SWK,Stanley Black & Decker Inc,Industrials,Tools & Accessories,USA
SWKS,Skyworks Solutions,,,
SWTX,SpringWorks Therapeutics Inc,Healthcare,Biotechnology,USA
SXT,Sensient Technologies Corp.,Basic Materials,Specialty Chemicals,USA
SYF,Synchrony Financial,Financial,Credit Services,USA
SYK,Stryker Corp.,Healthcare,Medical Devices,USA
SYM,Symbotic Inc,Industrials,Specialty Industrial Machinery,USA
SYNA,Synaptics Inc,Technology,Semiconductors,USA
SYY,Sysco Corp.,Consumer Defensive,Food Distribution,USA
T,AT&T,,,
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,USA
TBBK,Bancorp Inc.,Financial,Banks - Regional,USA
TCBI,Texas Capital Bancshares,,,
TCN,Tricon Residential Inc,Real Estate,Real Estate Services,Canada
TD,Toronto Dominion Bank,Financial,Banks - Diversified,Canada
TDC,Teradata Corp,Technology,Software - Infrastructure,USA
TDG,Transdigm Group Incorporated,Industrials,Aerospace & Defense,USA
TDOC,Teladoc Health Inc,Healthcare,Health Information Services,USA
TDS,Telephone And Data Systems,,,
